,weight,age,height,size,size_in_num
10653,58,38.0,170.18,M,2.0
10654,48,25.0,167.64,S,1.0
10655,63,30.0,172.72,M,2.0
10656,68,27.0,170.18,XL,4.0
10657,65,35.0,160.02,XL,4.0
10658,63,31.0,175.26,L,3.0
10659,61,50.0,162.56,XXXL,6.0
10660,65,32.0,167.64,XXXL,6.0
10661,49,31.0,165.1,XXS,0.0
10662,74,31.0,167.64,XXXL,6.0
10663,49,,160.02,XXS,0.0
10664,63,27.0,170.18,L,3.0
10665,117,33.0,175.26,XXXL,6.0
10666,61,31.0,170.18,M,2.0
10667,54,23.0,160.02,L,3.0
10668,51,39.0,172.72,S,1.0
10669,81,30.0,157.48,XXXL,6.0
10670,63,30.0,170.18,XL,4.0
10671,81,42.0,165.1,XXXL,6.0
10672,63,28.0,170.18,XL,4.0
10673,57,38.0,162.56,M,2.0
10674,70,34.0,152.4,XXXL,6.0
10675,58,24.0,165.1,M,2.0
10676,88,32.0,167.64,XXXL,6.0
10677,61,31.0,160.02,M,2.0
10678,73,40.0,180.34,XXXL,6.0
10679,55,27.0,157.48,S,1.0
10680,58,29.0,167.64,S,1.0
10681,63,30.0,165.1,M,2.0
10682,67,50.0,154.94,XXXL,6.0
10683,56,32.0,162.56,M,2.0
10684,81,36.0,165.1,XXXL,6.0
10685,72,27.0,170.18,XL,4.0
10686,54,42.0,162.56,M,2.0
10687,63,26.0,162.56,M,2.0
10688,47,26.0,152.4,S,1.0
10689,61,31.0,172.72,M,2.0
10690,61,33.0,157.48,XL,4.0
10691,56,37.0,,S,1.0
10692,52,28.0,165.1,XXS,0.0
10693,48,43.0,154.94,S,1.0
10694,61,25.0,177.8,L,3.0
10695,104,31.0,172.72,XXXL,6.0
10696,46,54.0,157.48,XXS,0.0
10697,68,27.0,167.64,XL,4.0
10698,52,30.0,165.1,S,1.0
10699,57,29.0,162.56,M,2.0
10700,63,30.0,162.56,XL,4.0
10701,72,29.0,162.56,XXXL,6.0
10702,59,36.0,160.02,S,1.0
10703,90,33.0,182.88,XXXL,6.0
10704,58,30.0,160.02,S,1.0
10705,66,24.0,177.8,XL,4.0
10706,61,34.0,167.64,L,3.0
10707,56,28.0,167.64,L,3.0
10708,54,21.0,154.94,S,1.0
10709,79,31.0,175.26,XXXL,6.0
10710,56,34.0,160.02,S,1.0
10711,52,41.0,165.1,XL,4.0
10712,52,31.0,157.48,M,2.0
10713,58,30.0,170.18,S,1.0
10714,56,40.0,165.1,M,2.0
10715,73,30.0,172.72,XXXL,6.0
10716,58,37.0,162.56,XL,4.0
10717,74,36.0,170.18,XXXL,6.0
10718,70,25.0,172.72,L,3.0
10719,58,41.0,157.48,L,3.0
10720,52,30.0,152.4,M,2.0
10721,60,26.0,,XL,4.0
10722,47,53.0,165.1,XL,4.0
10723,49,50.0,157.48,XXS,0.0
10724,49,33.0,157.48,S,1.0
10725,61,44.0,177.8,XL,4.0
10726,77,36.0,172.72,XXXL,6.0
10727,58,47.0,154.94,L,3.0
10728,68,36.0,175.26,XL,4.0
10729,52,28.0,160.02,S,1.0
10730,61,35.0,172.72,M,2.0
10731,56,38.0,167.64,M,2.0
10732,83,33.0,175.26,XXXL,6.0
10733,68,41.0,170.18,L,3.0
10734,61,29.0,172.72,L,3.0
10735,56,29.0,177.8,S,1.0
10736,70,43.0,175.26,XL,4.0
10737,52,38.0,157.48,S,1.0
10738,72,34.0,170.18,XL,4.0
10739,68,28.0,172.72,L,3.0
10740,56,29.0,162.56,M,2.0
10741,51,25.0,167.64,S,1.0
10742,68,36.0,177.8,XL,4.0
10743,63,28.0,170.18,L,3.0
10744,49,31.0,157.48,S,1.0
10745,65,29.0,162.56,L,3.0
10746,61,37.0,160.02,M,2.0
10747,74,34.0,167.64,XXXL,6.0
10748,61,45.0,167.64,XXXL,6.0
10749,58,33.0,160.02,S,1.0
10750,54,27.0,160.02,M,2.0
10751,56,34.0,157.48,S,1.0
10752,49,30.0,154.94,M,2.0
10753,61,21.0,157.48,M,2.0
10754,64,56.0,167.64,XL,4.0
10755,68,58.0,160.02,XXXL,6.0
10756,71,29.0,154.94,XXXL,6.0
10757,58,23.0,172.72,S,1.0
10758,72,29.0,167.64,XXXL,6.0
10759,53,36.0,162.56,M,2.0
10760,58,33.0,172.72,S,1.0
10761,54,35.0,160.02,S,1.0
10762,54,36.0,167.64,S,1.0
10763,56,25.0,157.48,S,1.0
10764,70,28.0,170.18,XXXL,6.0
10765,61,29.0,162.56,M,2.0
10766,49,25.0,157.48,XXS,0.0
10767,61,31.0,170.18,L,3.0
10768,52,35.0,157.48,M,2.0
10769,65,34.0,172.72,M,2.0
10770,65,28.0,167.64,L,3.0
10771,53,41.0,167.64,S,1.0
10772,74,31.0,160.02,XXXL,6.0
10773,61,27.0,165.1,L,3.0
10774,52,33.0,165.1,S,1.0
10775,65,33.0,177.8,XL,4.0
10776,49,37.0,152.4,S,1.0
10777,77,30.0,157.48,XXXL,6.0
10778,81,39.0,180.34,XXXL,6.0
10779,48,29.0,157.48,XXS,0.0
10780,65,26.0,177.8,XL,4.0
10781,49,30.0,160.02,XXS,0.0
10782,56,23.0,165.1,S,1.0
10783,58,34.0,162.56,M,2.0
10784,72,36.0,162.56,XXXL,6.0
10785,58,28.0,154.94,XL,4.0
10786,60,37.0,162.56,XL,4.0
10787,61,20.0,175.26,M,2.0
10788,58,42.0,165.1,M,2.0
10789,70,33.0,167.64,XXXL,6.0
10790,59,34.0,162.56,L,3.0
10791,81,37.0,170.18,XXXL,6.0
10792,63,35.0,152.4,XXXL,6.0
10793,84,27.0,172.72,XXXL,6.0
10794,55,33.0,162.56,S,1.0
10795,52,29.0,162.56,XXS,0.0
10796,57,34.0,160.02,M,2.0
10797,83,39.0,172.72,XXXL,6.0
10798,58,24.0,167.64,S,1.0
10799,60,47.0,170.18,L,3.0
10800,58,34.0,170.18,S,1.0
10801,58,29.0,177.8,S,1.0
10802,65,34.0,160.02,XL,4.0
10803,56,27.0,167.64,S,1.0
10804,50,47.0,170.18,L,3.0
10805,68,44.0,175.26,XL,4.0
10806,49,28.0,154.94,S,1.0
10807,63,33.0,172.72,L,3.0
10808,68,39.0,177.8,L,3.0
10809,61,25.0,170.18,M,2.0
10810,62,31.0,165.1,M,2.0
10811,68,38.0,167.64,XXXL,6.0
10812,54,31.0,167.64,S,1.0
10813,63,34.0,172.72,S,1.0
10814,77,40.0,165.1,XXXL,6.0
10815,59,44.0,162.56,M,2.0
10816,68,23.0,172.72,XL,4.0
10817,56,28.0,165.1,S,1.0
10818,54,55.0,165.1,S,1.0
10819,60,43.0,172.72,M,2.0
10820,63,33.0,165.1,M,2.0
10821,61,33.0,162.56,M,2.0
10822,72,38.0,170.18,XL,4.0
10823,63,36.0,162.56,L,3.0
10824,63,35.0,165.1,L,3.0
10825,50,47.0,157.48,XXS,0.0
10826,58,28.0,170.18,L,3.0
10827,61,31.0,160.02,L,3.0
10828,58,32.0,177.8,S,1.0
10829,56,48.0,170.18,M,2.0
10830,47,39.0,149.86,S,1.0
10831,56,28.0,160.02,M,2.0
10832,63,33.0,160.02,XL,4.0
10833,61,29.0,177.8,M,2.0
10834,70,63.0,170.18,XXXL,6.0
10835,58,34.0,149.86,M,2.0
10836,51,26.0,170.18,S,1.0
10837,54,29.0,152.4,S,1.0
10838,54,33.0,165.1,M,2.0
10839,95,24.0,175.26,XXXL,6.0
10840,65,35.0,170.18,L,3.0
10841,71,31.0,170.18,XL,4.0
10842,62,28.0,162.56,M,2.0
10843,65,32.0,160.02,L,3.0
10844,63,23.0,172.72,M,2.0
10845,67,24.0,167.64,L,3.0
10846,70,35.0,175.26,XL,4.0
10847,63,28.0,160.02,M,2.0
10848,72,32.0,167.64,XL,4.0
10849,61,26.0,157.48,M,2.0
10850,68,36.0,160.02,XXXL,6.0
10851,65,32.0,165.1,L,3.0
10852,53,35.0,167.64,S,1.0
10853,67,45.0,172.72,XL,4.0
10854,73,38.0,165.1,XXXL,6.0
10855,49,37.0,152.4,XXS,0.0
10856,54,27.0,172.72,S,1.0
10857,49,28.0,162.56,S,1.0
10858,61,35.0,172.72,L,3.0
10859,52,36.0,160.02,S,1.0
10860,72,33.0,172.72,XL,4.0
10861,68,41.0,175.26,XL,4.0
10862,56,54.0,154.94,M,2.0
10863,68,29.0,160.02,M,2.0
10864,65,42.0,167.64,XXXL,6.0
10865,58,34.0,160.02,S,1.0
10866,58,31.0,160.02,XXXL,6.0
10867,61,28.0,172.72,S,1.0
10868,53,41.0,165.1,M,2.0
10869,68,29.0,170.18,XXXL,6.0
10870,60,39.0,180.34,M,2.0
10871,53,32.0,157.48,M,2.0
10872,46,32.0,157.48,S,1.0
10873,48,22.0,157.48,XXS,0.0
10874,49,36.0,154.94,S,1.0
10875,65,31.0,175.26,XL,4.0
10876,54,33.0,165.1,S,1.0
10877,56,24.0,162.56,S,1.0
10878,48,26.0,162.56,S,1.0
10879,68,30.0,170.18,XL,4.0
10880,58,28.0,165.1,S,1.0
10881,60,32.0,170.18,M,2.0
10882,61,41.0,160.02,L,3.0
10883,63,42.0,170.18,M,2.0
10884,88,26.0,187.96,XXXL,6.0
10885,86,32.0,165.1,XXXL,6.0
10886,52,35.0,165.1,XXS,0.0
10887,86,32.0,165.1,XXXL,6.0
10888,56,35.0,167.64,L,3.0
10889,63,43.0,167.64,L,3.0
10890,56,26.0,160.02,L,3.0
10891,52,26.0,167.64,XXS,0.0
10892,54,33.0,160.02,M,2.0
10893,58,30.0,157.48,XL,4.0
10894,56,28.0,172.72,S,1.0
10895,68,32.0,165.1,XXXL,6.0
10896,46,42.0,157.48,XXS,0.0
10897,64,20.0,172.72,M,2.0
10898,62,38.0,157.48,XL,4.0
10899,54,46.0,157.48,L,3.0
10900,54,38.0,170.18,M,2.0
10901,81,38.0,165.1,XXXL,6.0
10902,52,48.0,154.94,M,2.0
10903,50,45.0,157.48,M,2.0
10904,48,32.0,167.64,L,3.0
10905,62,32.0,170.18,L,3.0
10906,61,39.0,165.1,XL,4.0
10907,58,30.0,167.64,XL,4.0
10908,58,30.0,175.26,S,1.0
10909,69,28.0,170.18,XXXL,6.0
10910,54,26.0,154.94,S,1.0
10911,50,44.0,157.48,XXS,0.0
10912,52,29.0,157.48,XXS,0.0
10913,58,31.0,157.48,XL,4.0
10914,56,31.0,152.4,L,3.0
10915,72,28.0,172.72,XXXL,6.0
10916,63,48.0,172.72,XXXL,6.0
10917,55,25.0,157.48,M,2.0
10918,53,30.0,167.64,XXS,0.0
10919,63,54.0,154.94,XL,4.0
10920,70,37.0,167.64,XXXL,6.0
10921,58,38.0,165.1,M,2.0
10922,74,31.0,162.56,XL,4.0
10923,55,20.0,160.02,S,1.0
10924,74,25.0,167.64,XL,4.0
10925,54,41.0,157.48,M,2.0
10926,64,49.0,170.18,L,3.0
10927,52,45.0,157.48,XXS,0.0
10928,56,27.0,162.56,S,1.0
10929,65,31.0,170.18,XL,4.0
10930,54,37.0,154.94,M,2.0
10931,74,32.0,175.26,XXXL,6.0
10932,52,29.0,157.48,S,1.0
10933,49,42.0,160.02,XXS,0.0
10934,68,23.0,170.18,XL,4.0
10935,56,45.0,162.56,L,3.0
10936,77,37.0,170.18,XXXL,6.0
10937,61,24.0,167.64,XL,4.0
10938,68,33.0,165.1,XL,4.0
10939,83,25.0,167.64,XXXL,6.0
10940,56,30.0,162.56,M,2.0
10941,86,34.0,160.02,XXXL,6.0
10942,61,33.0,162.56,L,3.0
10943,63,21.0,165.1,XL,4.0
10944,58,29.0,160.02,L,3.0
10945,54,49.0,160.02,L,3.0
10946,53,33.0,167.64,M,2.0
10947,58,31.0,165.1,S,1.0
10948,64,29.0,170.18,L,3.0
10949,49,32.0,152.4,XXS,0.0
10950,63,23.0,170.18,XL,4.0
10951,58,31.0,170.18,M,2.0
10952,68,24.0,180.34,M,2.0
10953,56,34.0,162.56,S,1.0
10954,70,28.0,170.18,XL,4.0
10955,54,27.0,160.02,XXS,0.0
10956,62,27.0,162.56,M,2.0
10957,52,33.0,157.48,S,1.0
10958,95,32.0,160.02,XXXL,6.0
10959,47,38.0,162.56,XXS,0.0
10960,61,29.0,170.18,S,1.0
10961,58,36.0,157.48,M,2.0
10962,61,29.0,157.48,M,2.0
10963,56,32.0,165.1,L,3.0
10964,57,23.0,160.02,XXS,0.0
10965,53,55.0,162.56,S,1.0
10966,63,34.0,175.26,L,3.0
10967,65,27.0,167.64,XL,4.0
10968,58,38.0,165.1,M,2.0
10969,74,34.0,167.64,XXXL,6.0
10970,63,26.0,167.64,M,2.0
10971,58,35.0,160.02,L,3.0
10972,61,26.0,167.64,M,2.0
10973,54,41.0,157.48,S,1.0
10974,61,32.0,162.56,L,3.0
10975,62,36.0,162.56,XL,4.0
10976,57,,162.56,S,1.0
10977,58,29.0,167.64,L,3.0
10978,72,29.0,170.18,XXXL,6.0
10979,58,34.0,167.64,M,2.0
10980,48,40.0,154.94,XXS,0.0
10981,61,30.0,165.1,M,2.0
10982,108,48.0,177.8,XXXL,6.0
10983,66,32.0,157.48,L,3.0
10984,68,29.0,165.1,XL,4.0
10985,56,28.0,160.02,S,1.0
10986,63,34.0,170.18,L,3.0
10987,86,31.0,165.1,XXXL,6.0
10988,63,28.0,170.18,L,3.0
10989,73,43.0,170.18,XXXL,6.0
10990,70,34.0,170.18,XL,4.0
10991,54,33.0,160.02,M,2.0
10992,54,35.0,154.94,M,2.0
10993,55,31.0,162.56,M,2.0
10994,57,41.0,157.48,M,2.0
10995,61,48.0,170.18,M,2.0
10996,51,30.0,149.86,S,1.0
10997,65,47.0,175.26,XL,4.0
10998,78,35.0,162.56,XXXL,6.0
10999,54,39.0,154.94,M,2.0
11000,58,29.0,154.94,M,2.0
11001,47,25.0,149.86,S,1.0
11002,61,38.0,157.48,XXXL,6.0
11003,81,34.0,177.8,XXXL,6.0
11004,52,29.0,167.64,S,1.0
11005,106,31.0,162.56,XXXL,6.0
11006,56,48.0,162.56,XL,4.0
11007,79,34.0,167.64,XL,4.0
11008,58,28.0,167.64,L,3.0
11009,58,47.0,167.64,M,2.0
11010,61,51.0,160.02,XL,4.0
11011,61,41.0,172.72,L,3.0
11012,60,33.0,167.64,XL,4.0
11013,99,29.0,177.8,XXXL,6.0
11014,65,34.0,167.64,L,3.0
11015,52,28.0,154.94,M,2.0
11016,77,25.0,177.8,XXXL,6.0
11017,52,28.0,162.56,XXS,0.0
11018,81,40.0,175.26,XXXL,6.0
11019,95,36.0,167.64,XXXL,6.0
11020,61,25.0,170.18,M,2.0
11021,65,30.0,175.26,M,2.0
11022,102,35.0,185.42,XXXL,6.0
11023,57,37.0,165.1,M,2.0
11024,68,31.0,157.48,XL,4.0
11025,52,35.0,152.4,L,3.0
11026,65,43.0,175.26,XL,4.0
11027,54,35.0,165.1,S,1.0
11028,43,45.0,167.64,XXS,0.0
11029,63,27.0,165.1,M,2.0
11030,56,34.0,167.64,S,1.0
11031,77,33.0,157.48,XXXL,6.0
11032,49,28.0,154.94,XXS,0.0
11033,58,47.0,157.48,L,3.0
11034,52,43.0,162.56,S,1.0
11035,66,42.0,175.26,XL,4.0
11036,56,40.0,165.1,L,3.0
11037,65,33.0,167.64,XL,4.0
11038,49,35.0,157.48,XXS,0.0
11039,62,33.0,167.64,L,3.0
11040,54,50.0,157.48,S,1.0
11041,49,91.0,160.02,S,1.0
11042,54,43.0,160.02,S,1.0
11043,61,28.0,160.02,S,1.0
11044,61,36.0,165.1,XL,4.0
11045,52,43.0,157.48,M,2.0
11046,58,23.0,167.64,M,2.0
11047,64,36.0,165.1,XL,4.0
11048,61,30.0,160.02,S,1.0
11049,97,57.0,165.1,XXXL,6.0
11050,63,37.0,167.64,XL,4.0
11051,52,28.0,165.1,M,2.0
11052,72,33.0,175.26,XL,4.0
11053,68,33.0,182.88,L,3.0
11054,72,37.0,177.8,XXXL,6.0
11055,52,54.0,157.48,S,1.0
11056,56,27.0,170.18,M,2.0
11057,71,40.0,160.02,XXXL,6.0
11058,60,28.0,170.18,XL,4.0
11059,90,38.0,180.34,XXXL,6.0
11060,68,30.0,170.18,L,3.0
11061,77,38.0,162.56,XXXL,6.0
11062,61,33.0,172.72,M,2.0
11063,56,23.0,157.48,S,1.0
11064,72,28.0,175.26,XL,4.0
11065,56,28.0,157.48,S,1.0
11066,70,49.0,162.56,S,1.0
11067,68,31.0,152.4,XL,4.0
11068,77,29.0,170.18,XXXL,6.0
11069,55,34.0,167.64,L,3.0
11070,63,35.0,175.26,L,3.0
11071,54,33.0,157.48,XXS,0.0
11072,72,32.0,165.1,XXXL,6.0
11073,49,31.0,154.94,XXS,0.0
11074,58,34.0,160.02,M,2.0
11075,60,29.0,162.56,M,2.0
11076,61,27.0,162.56,L,3.0
11077,56,29.0,170.18,M,2.0
11078,77,33.0,170.18,XXXL,6.0
11079,54,44.0,170.18,S,1.0
11080,61,30.0,160.02,M,2.0
11081,54,46.0,162.56,XXS,0.0
11082,47,37.0,162.56,XXS,0.0
11083,54,32.0,157.48,S,1.0
11084,52,32.0,154.94,S,1.0
11085,43,33.0,152.4,XXS,0.0
11086,74,36.0,177.8,XXXL,6.0
11087,68,40.0,170.18,XL,4.0
11088,61,29.0,167.64,XL,4.0
11089,61,28.0,167.64,L,3.0
11090,53,35.0,160.02,XXS,0.0
11091,70,26.0,165.1,XL,4.0
11092,68,25.0,175.26,XL,4.0
11093,61,70.0,165.1,XXXL,6.0
11094,65,29.0,175.26,L,3.0
11095,61,34.0,170.18,M,2.0
11096,47,117.0,152.4,XXS,0.0
11097,50,57.0,154.94,XL,4.0
11098,56,34.0,162.56,L,3.0
11099,58,31.0,170.18,XL,4.0
11100,54,24.0,,XXS,0.0
11101,55,48.0,165.1,M,2.0
11102,54,27.0,170.18,S,1.0
11103,68,24.0,157.48,XL,4.0
11104,56,32.0,167.64,M,2.0
11105,63,50.0,162.56,XL,4.0
11106,68,28.0,167.64,L,3.0
11107,62,31.0,165.1,L,3.0
11108,52,47.0,165.1,XXS,0.0
11109,54,30.0,165.1,S,1.0
11110,68,25.0,172.72,XL,4.0
11111,72,29.0,170.18,XL,4.0
11112,67,48.0,165.1,XXXL,6.0
11113,56,38.0,160.02,L,3.0
11114,77,28.0,167.64,XXXL,6.0
11115,58,28.0,167.64,M,2.0
11116,77,,180.34,L,3.0
11117,48,46.0,154.94,S,1.0
11118,68,27.0,165.1,L,3.0
11119,77,35.0,167.64,XXXL,6.0
11120,56,31.0,172.72,XXS,0.0
11121,61,39.0,170.18,M,2.0
11122,53,33.0,175.26,S,1.0
11123,55,26.0,170.18,S,1.0
11124,68,31.0,167.64,XL,4.0
11125,58,27.0,170.18,M,2.0
11126,79,28.0,167.64,XL,4.0
11127,74,29.0,177.8,XXXL,6.0
11128,70,31.0,165.1,XL,4.0
11129,54,47.0,167.64,S,1.0
11130,67,47.0,154.94,XL,4.0
11131,63,38.0,157.48,L,3.0
11132,46,24.0,165.1,XXS,0.0
11133,55,32.0,154.94,M,2.0
11134,83,33.0,180.34,XXXL,6.0
11135,45,25.0,157.48,S,1.0
11136,77,41.0,175.26,XXXL,6.0
11137,56,49.0,162.56,M,2.0
11138,63,33.0,165.1,L,3.0
11139,54,36.0,165.1,S,1.0
11140,56,29.0,152.4,S,1.0
11141,61,25.0,170.18,M,2.0
11142,77,35.0,175.26,XXXL,6.0
11143,61,29.0,167.64,M,2.0
11144,54,27.0,172.72,S,1.0
11145,45,27.0,152.4,XXS,0.0
11146,54,22.0,165.1,S,1.0
11147,55,29.0,157.48,S,1.0
11148,61,29.0,170.18,M,2.0
11149,65,36.0,167.64,L,3.0
11150,77,31.0,160.02,L,3.0
11151,51,25.0,162.56,S,1.0
11152,56,38.0,165.1,M,2.0
11153,113,36.0,165.1,XXXL,6.0
11154,99,29.0,177.8,XXXL,6.0
11155,58,46.0,160.02,M,2.0
11156,65,34.0,172.72,M,2.0
11157,54,28.0,157.48,M,2.0
11158,86,36.0,177.8,XXXL,6.0
11159,74,40.0,172.72,XXXL,6.0
11160,52,31.0,162.56,XXS,0.0
11161,56,43.0,170.18,S,1.0
11162,62,37.0,172.72,L,3.0
11163,53,33.0,167.64,XXS,0.0
11164,58,40.0,170.18,M,2.0
11165,61,31.0,167.64,L,3.0
11166,61,29.0,165.1,M,2.0
11167,74,32.0,170.18,XL,4.0
11168,82,53.0,167.64,XXXL,6.0
11169,70,40.0,170.18,XL,4.0
11170,77,28.0,172.72,XXXL,6.0
11171,61,28.0,170.18,M,2.0
11172,63,29.0,172.72,XL,4.0
11173,60,26.0,165.1,M,2.0
11174,86,43.0,170.18,XXXL,6.0
11175,52,39.0,154.94,XXS,0.0
11176,58,31.0,162.56,S,1.0
11177,48,28.0,154.94,XXS,0.0
11178,70,37.0,165.1,XL,4.0
11179,52,30.0,160.02,XL,4.0
11180,61,51.0,167.64,L,3.0
11181,68,31.0,177.8,L,3.0
11182,50,35.0,160.02,M,2.0
11183,51,38.0,157.48,S,1.0
11184,53,36.0,157.48,M,2.0
11185,51,49.0,162.56,XL,4.0
11186,55,28.0,167.64,M,2.0
11187,72,35.0,165.1,XXXL,6.0
11188,58,34.0,165.1,L,3.0
11189,49,37.0,160.02,XXS,0.0
11190,65,29.0,172.72,L,3.0
11191,61,34.0,165.1,M,2.0
11192,74,30.0,175.26,XXXL,6.0
11193,61,17.0,162.56,L,3.0
11194,58,28.0,167.64,M,2.0
11195,56,31.0,172.72,S,1.0
11196,56,17.0,152.4,M,2.0
11197,63,47.0,165.1,XXXL,6.0
11198,53,29.0,157.48,L,3.0
11199,61,28.0,162.56,M,2.0
11200,58,30.0,167.64,M,2.0
11201,56,25.0,162.56,M,2.0
11202,50,31.0,162.56,S,1.0
11203,62,29.0,175.26,M,2.0
11204,72,31.0,165.1,L,3.0
11205,54,29.0,165.1,M,2.0
11206,58,28.0,167.64,L,3.0
11207,65,39.0,162.56,XL,4.0
11208,56,33.0,170.18,S,1.0
11209,53,44.0,165.1,XXS,0.0
11210,87,26.0,160.02,XXXL,6.0
11211,65,27.0,172.72,M,2.0
11212,68,46.0,162.56,XL,4.0
11213,72,40.0,165.1,XXXL,6.0
11214,71,33.0,160.02,XXXL,6.0
11215,58,26.0,170.18,M,2.0
11216,53,31.0,165.1,S,1.0
11217,62,30.0,162.56,M,2.0
11218,56,32.0,157.48,L,3.0
11219,51,56.0,160.02,S,1.0
11220,70,43.0,165.1,XXXL,6.0
11221,63,38.0,170.18,M,2.0
11222,54,27.0,157.48,XXS,0.0
11223,58,32.0,162.56,M,2.0
11224,77,41.0,170.18,L,3.0
11225,58,40.0,152.4,L,3.0
11226,52,35.0,167.64,XXS,0.0
11227,52,31.0,162.56,M,2.0
11228,54,30.0,157.48,S,1.0
11229,68,29.0,165.1,XL,4.0
11230,58,30.0,167.64,L,3.0
11231,58,28.0,165.1,S,1.0
11232,58,30.0,160.02,S,1.0
11233,74,27.0,162.56,XXXL,6.0
11234,68,33.0,175.26,L,3.0
11235,51,47.0,154.94,XXS,0.0
11236,69,34.0,160.02,XXXL,6.0
11237,49,30.0,167.64,S,1.0
11238,56,31.0,165.1,M,2.0
11239,65,27.0,162.56,XL,4.0
11240,63,36.0,162.56,XL,4.0
11241,52,30.0,165.1,S,1.0
11242,58,39.0,160.02,L,3.0
11243,71,31.0,154.94,XL,4.0
11244,61,45.0,167.64,XXXL,6.0
11245,54,23.0,162.56,S,1.0
11246,58,24.0,167.64,S,1.0
11247,62,36.0,162.56,XL,4.0
11248,74,30.0,180.34,XXXL,6.0
11249,61,41.0,167.64,XL,4.0
11250,61,,157.48,XXXL,6.0
11251,49,30.0,157.48,XXS,0.0
11252,61,35.0,165.1,M,2.0
11253,58,33.0,165.1,L,3.0
11254,63,45.0,142.24,L,3.0
11255,72,44.0,172.72,XXXL,6.0
11256,51,28.0,167.64,XXS,0.0
11257,51,50.0,160.02,S,1.0
11258,68,26.0,175.26,L,3.0
11259,57,41.0,165.1,M,2.0
11260,54,29.0,154.94,S,1.0
11261,56,32.0,162.56,L,3.0
11262,56,27.0,170.18,XXS,0.0
11263,74,40.0,167.64,XXXL,6.0
11264,58,28.0,170.18,XL,4.0
11265,54,41.0,162.56,XXS,0.0
11266,58,54.0,165.1,L,3.0
11267,70,38.0,162.56,XXXL,6.0
11268,49,28.0,157.48,XXS,0.0
11269,72,41.0,170.18,XL,4.0
11270,63,30.0,162.56,L,3.0
11271,63,44.0,170.18,M,2.0
11272,68,37.0,160.02,XXXL,6.0
11273,61,33.0,167.64,L,3.0
11274,49,31.0,160.02,S,1.0
11275,63,31.0,170.18,L,3.0
11276,65,26.0,170.18,XL,4.0
11277,59,34.0,157.48,XL,4.0
11278,49,38.0,165.1,XXS,0.0
11279,47,26.0,167.64,S,1.0
11280,63,32.0,165.1,XL,4.0
11281,56,33.0,165.1,S,1.0
11282,68,34.0,167.64,XXXL,6.0
11283,49,24.0,165.1,S,1.0
11284,63,32.0,167.64,M,2.0
11285,88,42.0,162.56,XXXL,6.0
11286,63,50.0,160.02,XXXL,6.0
11287,70,44.0,170.18,XL,4.0
11288,54,35.0,167.64,M,2.0
11289,53,43.0,167.64,S,1.0
11290,47,28.0,157.48,XXS,0.0
11291,72,43.0,165.1,XXXL,6.0
11292,52,28.0,160.02,S,1.0
11293,65,34.0,170.18,M,2.0
11294,92,38.0,149.86,XXXL,6.0
11295,70,29.0,170.18,L,3.0
11296,72,35.0,177.8,XXXL,6.0
11297,58,33.0,170.18,M,2.0
11298,49,32.0,157.48,XXS,0.0
11299,45,28.0,170.18,S,1.0
11300,68,59.0,172.72,XL,4.0
11301,77,41.0,154.94,XXXL,6.0
11302,65,26.0,167.64,S,1.0
11303,56,33.0,165.1,M,2.0
11304,52,32.0,154.94,S,1.0
11305,58,29.0,175.26,M,2.0
11306,65,39.0,170.18,XXXL,6.0
11307,77,26.0,167.64,XXXL,6.0
11308,55,30.0,167.64,S,1.0
11309,58,30.0,162.56,M,2.0
11310,81,31.0,182.88,XXXL,6.0
11311,56,35.0,165.1,S,1.0
11312,56,36.0,165.1,XL,4.0
11313,77,39.0,170.18,XXXL,6.0
11314,54,29.0,154.94,XXS,0.0
11315,61,45.0,165.1,M,2.0
11316,60,32.0,162.56,L,3.0
11317,54,20.0,147.32,L,3.0
11318,52,29.0,157.48,S,1.0
11319,57,36.0,172.72,S,1.0
11320,61,28.0,162.56,M,2.0
11321,71,39.0,175.26,XXXL,6.0
11322,61,32.0,175.26,S,1.0
11323,57,24.0,177.8,S,1.0
11324,58,29.0,165.1,M,2.0
11325,47,22.0,154.94,XXS,0.0
11326,49,31.0,162.56,XXS,0.0
11327,71,33.0,177.8,XL,4.0
11328,72,37.0,172.72,XXXL,6.0
11329,54,32.0,162.56,M,2.0
11330,56,37.0,162.56,M,2.0
11331,70,21.0,177.8,L,3.0
11332,58,44.0,167.64,L,3.0
11333,47,29.0,162.56,S,1.0
11334,52,26.0,157.48,S,1.0
11335,63,31.0,170.18,L,3.0
11336,68,28.0,165.1,XL,4.0
11337,70,25.0,170.18,L,3.0
11338,58,47.0,165.1,L,3.0
11339,70,38.0,167.64,XL,4.0
11340,58,29.0,157.48,M,2.0
11341,58,54.0,170.18,M,2.0
11342,50,29.0,162.56,XXS,0.0
11343,58,32.0,157.48,M,2.0
11344,58,26.0,172.72,S,1.0
11345,58,35.0,172.72,S,1.0
11346,79,34.0,157.48,S,1.0
11347,78,45.0,160.02,XXXL,6.0
11348,56,25.0,172.72,S,1.0
11349,61,30.0,172.72,L,3.0
11350,58,26.0,160.02,XL,4.0
11351,77,43.0,182.88,XXXL,6.0
11352,50,45.0,162.56,S,1.0
11353,81,39.0,175.26,XXXL,6.0
11354,75,38.0,160.02,XXXL,6.0
11355,70,33.0,167.64,XL,4.0
11356,61,32.0,162.56,L,3.0
